144723015,143972186,750829,213,661,4812646.40,7755812.05,6100603.97,12060251.25,11997682.17,2ed88f53-6820-4cfc-9761-9722784da671
11403080,6840016,4563064,118,184,1807911.55,1025651.97,1130574.08,2280616.00,1368003.20,3046cba9-e256-4795-bf0f-dd6600561189
763874,771900,-8026,7,5,0,0,0,763874.00,771900.00,3b5bfbc9-e073-46ef-a514-78940845824f
22976322,15043613,7932709,90,403,3503443.81,934750.88,2895552.89,1914693.50,1253634.42,3dfeb0d8-432e-4147-9e82-338a8064951d
8333455,8321452,12003,66,243,1124679.17,1104286.49,97465.73,1190493.57,1188778.86,48291091-48ba-4fa2-bc1a-eb4a5405ca91
11706878,14053127,-2346249,65,147,631839.92,1071803.11,591264.33,1064261.64,1277557.00,528131df-1533-41a5-9569-e697e92ecc2d
12848932,12795806,53126,101,357,721667.49,615448.58,310013.43,988379.38,984292.77,606e9378-37b2-4679-9a2d-4cc21c645397
20509941,20685688,-175747,242,893,499777.16,471256.16,252754.70,1577687.77,1591206.77,79ad6a02-9bd4-4e5d-bce5-6f5a7c73a6e7
6072667,647521,5425146,27,18,2717175.89,0,2259309.40,3036333.50,647521.00,7cd0d667-2f90-4386-bf71-b5f251e1fa2b
1284000,823156,460844,2,3,0,0,0,1284000.00,823156.00,7d75a1e8-4ede-4b02-84fb-bd68e349226d
4292306,3920990,371316,13,71,1295425.28,555399.85,820664.18,1073076.50,980247.50,7dad07f8-0c94-4ac9-ad29-e354aa8ef699
9197647,9211705,-14058,126,373,264438.23,272599.36,67682.77,707511.31,708592.69,821f113a-f05e-4878-9175-42ce7db522c8
38482822,14103673,24379149,13,112,5614860.74,1384546.34,4980869.30,5497546.00,1567074.78,83bb3971-663b-404a-9250-5794901cc0ac
11403080,6840016,4563064,118,184,1807911.55,1025651.97,1130574.08,2280616.00,1368003.20,a212219c-24de-48ab-8683-404ed91e939e
16599045,16592577,6468,89,372,616504.95,474874.77,199686.63,1844338.33,1843619.67,a2a7f579-64c5-4a25-b727-f370231ee34c
22976322,15043613,7932709,90,403,3503443.81,934750.88,2895552.89,1914693.50,1253634.42,a7d00e89-c358-43f4-8dc5-c16041ac1176
20984444,21955985,-971541,96,250,1128219.92,798371.75,621234.87,1748703.67,1829665.42,a80db790-e50f-4125-b560-49b75ac69921
30325157,29548475,776682,67,605,1168357.54,1115193.61,758808.48,2527096.42,2462372.92,bd07eeba-ea5e-4be1-8701-1a5e01b4d205
4321599,1714857,2606742,11,37,1443564.86,162288.78,1281276.07,2160799.50,857428.50,d1b8cec8-9533-4d27-a176-45320edaa16a
54077381,54084839,-7458,138,240,3809751.62,3940742.07,590473.19,4916125.55,4916803.55,da5912ba-dc80-406a-9b5e-a0c334e5fc5f
14478543,13516598,961945,75,406,560664.20,479426.52,588018.03,1206545.25,1126383.17,ed389def-b8c8-4174-b391-41578f7e4b70
122479628,114091478,8388150,105,428,4291525.17,3717435.79,2017450.06,10206635.67,9507623.17,f8639b14-f673-4f80-b413-e245eaa2fac1
40475791,40131399,344392,98,580,2762116.47,2736920.03,470586.00,3113522.38,3087030.69,005c8b1e-25e4-49bc-9f00-8a421d4343a5
18325545,18325634,-89,228,546,924424.56,818364.58,421034.80,1409657.31,1409664.15,008c7434-283a-43a7-85aa-9f2c37a93a40
3685026,3674734,10292,33,89,587750.55,609023.81,24736.16,1228342.00,1224911.33,00d55ffb-beea-4cda-8677-05736c24e823
31205394,25087565,6117829,165,413,1706189.49,615012.73,1414328.41,2600449.50,2090630.42,0148c4c4-f33d-4f8c-8966-a2c9810d6fd3
3579078,3270961,308117,44,164,350715.77,316874.16,97368.29,715815.60,654192.20,015a7094-efd6-4209-aeb0-9afc5a2979fd
20000,657600,-637600,1,4,0,0,0,20000.00,657600.00,031d6f21-d70a-456c-ab6a-3c254ef3924c
2394863,2394856,7,133,253,323972.14,323882.04,961.89,342123.29,342122.29,032cf193-5116-4738-a6d4-191ed398ee65
18450136,7153288,11296848,62,111,802610.16,361337.73,665391.72,1845013.60,715328.80,0341bf59-33b2-4e3b-b293-4e46300f30a0
3773046,3903789,-130743,115,70,432483.21,614938.80,493598.35,943261.50,975947.25,0366fdf7-b17d-4765-9e7d-5fce2ffe07fe
18361772,17489646,872126,194,384,406634.34,384117.47,73660.45,1530147.67,1457470.50,03a7e689-6128-45f6-8d20-0416f5a0f316
14993787,14601456,392331,132,398,508228.79,589452.41,262770.38,1363071.55,1327405.09,03d6c8e2-9735-49e5-b13c-b0abc64eff8a
50566487,46950036,3616451,132,502,3052559.65,3100877.33,3445559.78,4213873.92,3912503.00,0493068e-e43e-4dcb-879c-a73970f7579a
50450100,51824783,-1374683,130,615,2251243.44,1754505.36,1027898.55,4204175.00,4318731.92,04b31f50-bd6c-472f-91f9-31a5c888eea5
20001439,17075942,2925497,32,98,1682911.84,1723049.29,2511646.74,4000287.80,3415188.40,04e4774b-8ae1-4b72-8c6d-10832d44ce23
2541218,2155582,385636,33,85,582494.77,732206.24,149711.48,1270609.00,1077791.00,064f2522-535b-42a9-a57a-235da3819771
75256098,74982468,273630,397,1045,2221030.70,2090498.89,761878.99,6271341.50,6248539.00,07149092-a031-4c01-8649-f66b400de571
24888535,26748114,-1859579,154,424,1210095.51,772827.69,790620.72,2074044.58,2229009.50,07440e02-23c3-4cd2-a457-3f8f67251029
12674286,12657380,16906,389,1208,924999.72,899449.64,125635.62,974945.08,973644.62,0781250f-1cbe-4bb2-a277-df1ad96f2b32
24621573,24622410,-837,416,637,1117142.62,1076362.05,188194.85,2051797.75,2051867.50,07d0d4ca-e55d-47b9-bda0-2bc56b7a4504
16135744,16215804,-80060,180,820,711336.24,676477.09,93840.95,1241211.08,1247369.54,08262017-9bc0-427b-b054-5bb59df91446
903675,904502,-827,5,19,624852.58,624742.98,109.60,451837.50,452251.00,09515f6c-dc00-422b-ae6a-f4d7aec4060a
26578071,26699986,-121915,45,247,1314424.30,1390875.24,1042965.83,2044467.00,2053845.08,09c48d74-340c-470c-86c6-61f06c322c1d
43110393,36773343,6337050,158,419,1984203.39,2244037.05,720397.07,3592532.75,3064445.25,09ce75f3-1b68-46cb-91ec-71516a53ea83
16775270,16780920,-5650,227,914,685073.36,650763.98,99133.35,1290405.38,1290840.00,09e0d323-4a15-453f-b388-1d2f0e9b8cfc
50366675,49938007,428668,153,745,2167864.33,2349052.90,443829.23,4197222.92,4161500.58,0a1c672c-0152-47bd-998d-e702062c1b2c
10873452,10595194,278258,90,263,767139.46,704196.00,135909.62,906121.00,882932.83,0a25b2bb-3c25-4400-839f-b1967846e5e3
21622632,21311625,311007,221,493,1040539.14,1022454.75,362800.09,1801886.00,1775968.75,0aab3fd1-916e-41f2-b52d-e25856d5ba4d
1708801,1563809,144992,13,66,1224.00,91330.62,92554.62,854400.50,781904.50,0b56d1de-a795-4655-8ebf-51fe0f872857
22369233,22566289,-197056,94,669,963212.34,1130972.15,630924.71,1720710.23,1611877.79,0bec378e-e571-49a6-9948-0ae97b171688
48549964,48549900,64,100,300,2892466.25,2960145.12,267122.85,5394440.44,5394433.33,0c01ef43-c4f4-4017-b160-efc8047069d2
18571264,18417297,153967,135,384,1041134.93,1024069.57,272606.16,1428558.77,1416715.15,0c28278b-551b-42b1-831d-d886f988ed39
13978240,13605178,373062,104,267,1001241.72,932909.39,75495.74,1270749.09,1236834.36,0d0e7a41-6031-412b-bb02-a3789d73791d
1452612,1513359,-60747,59,88,305714.59,315140.29,42457.31,363153.00,378339.75,0e15f639-5096-403e-814d-dc21562d454e
55422620,53428892,1993728,221,949,1908773.78,1762538.48,811053.75,4618551.67,4452407.67,0f118c36-4e5a-4016-ad0a-1c2e0cfc9956
3850548,3850485,63,14,117,866743.58,688664.74,379542.76,962637.00,962621.25,0f8beb9a-c7a6-431a-a26f-6aead0a2f4d3
13548806,12467231,1081575,48,532,528497.10,428653.82,234900.95,1129067.17,1038935.92,0fde7722-34cb-484b-8bd6-76668361c65f
105814,85258,20556,17,15,0,0,0,105814.00,85258.00,112aac2e-847c-4228-b689-d043ede6be42
10051764,8822928,1228836,94,182,557743.12,380149.39,518085.23,837647.00,735244.00,11968e70-e8e1-487b-9783-09c219fc3762
9927335,9942699,-15364,70,405,393328.75,283981.13,318711.78,763641.15,764823.00,12573cbf-9abc-4a99-8f85-1f9bc9d65bd3
10499955,9708607,791348,63,583,874003.82,731833.84,515531.00,1499993.57,1386943.86,126d492a-a2ef-4ac7-ace4-df99e9eb16f9
18185030,18183876,1154,140,490,911728.30,1003857.99,419127.68,1653184.55,1653079.64,12a6f153-207a-4eba-97b9-f3b65bf9bf52
63123283,62404106,719177,286,1164,1695502.34,1738895.27,187477.93,5260273.58,5200342.17,1372f986-a1aa-41b8-a1ef-a86a1720a747
3705768,3705386,382,46,194,271246.36,268058.33,7685.02,463221.00,463173.25,1373a5f7-c5f3-4663-a09e-7953750f72d3
6807512,6610715,196797,47,71,576479.06,493373.78,422475.54,618864.73,600974.09,137f11ce-c373-4194-8b6c-bd30fe66537a
5627417,5627417,0,7,38,2082263.94,1400372.89,921414.45,1406854.25,1406854.25,139159fd-e5b7-4ec4-b683-f644921d11cc
14993787,14601456,392331,132,398,508228.79,589452.41,262770.38,1363071.55,1327405.09,140e718e-92e1-45d6-b12a-32a97c59fbda
33017310,32970185,47125,121,274,2631410.95,2409270.14,619448.74,2751442.50,2747515.42,1498a86f-8792-4d12-9c4e-df4b920e2bfa
30840644,31798856,-958212,159,336,1989137.91,2016734.43,230352.67,2570053.67,2649904.67,14ee52a6-bbc8-4d88-91dc-c9f225e5382b
1849000,1847017,1983,11,47,378302.13,395670.79,17368.66,924500.00,923508.50,153dad85-90f6-409e-b8b9-e433281b8129
28803872,28780889,22983,153,446,1667152.17,1837436.09,479819.64,2880387.20,2878088.90,1563900a-d5fd-4cd2-abf8-78d8a38671cf
11030427,10855030,175397,247,755,429928.35,333004.79,223118.99,848494.38,835002.31,15e55aed-085f-4998-9b5e-a9a56a242205
5280628,5272371,8257,102,223,227526.65,296777.14,143112.28,406202.15,405567.00,16193c72-ce83-4945-a651-7e7a7ce4f70a
21949120,24667250,-2718130,149,430,641032.15,708803.53,636417.72,1829093.33,2055604.17,162e329f-2714-40a2-8d5d-48315bba2065
13202116,13203081,-965,201,459,1521964.35,1409269.06,191449.56,1886016.57,1886154.43,165e78c4-a86e-4f4d-aea8-38ea8641d588
7636162,3795677,3840485,325,78,375598.11,614364.61,299303.18,1527232.40,759135.40,16e0f8da-7f0e-49c3-b325-dd606c0c494d
46091579,44833253,1258326,151,1359,4830294.88,4576975.57,542377.85,3840964.92,3736104.42,16fb8216-b785-4263-8144-b7d698cbaaf3
9268320,9413349,-145029,41,404,711950.45,640987.98,195233.46,772360.00,784445.75,17060232-a593-4b7c-93d1-0399fc80c3d4
10731210,10685334,45876,59,337,718407.29,570011.95,410054.05,825477.69,821948.77,17d9922f-15ce-4a71-9c8f-a6ad74eb1331
98556404,96156268,2400136,53,609,7697807.40,7245874.55,2049665.99,9855640.40,9615626.80,18041100-c295-4a4c-9a7d-18853de41255
6286072,6436575,-150503,40,85,333158.73,331793.79,36095.88,483544.00,495121.15,188d5bb9-cc70-4fd4-a699-fef588e2a831
11836190,11929908,-93718,189,371,470663.01,439530.54,108437.48,1076017.27,1084537.09,18c5fbce-21a0-4a0d-91f0-f625e3d0b885
17299225,16481596,817629,146,693,622359.41,531022.43,588195.18,1330709.62,1267815.08,193c2664-03d9-49c9-a5ce-34a3aaa7732b
11916419,11913335,3084,53,429,825344.83,759987.08,215496.85,1324046.56,1191333.50,1973ef19-5018-40a7-ba54-83dc512377a7
3705768,3705386,382,46,194,271246.36,268058.33,7685.02,463221.00,463173.25,19f7f955-6a68-442b-83e8-07ec345bd0be
3810760,3810760,0,70,128,825995.28,825995.28,0.00,1270253.33,1270253.33,1a414170-0248-477a-a9a6-30d61d5625f2
14190578,14189597,981,437,514,654176.59,687516.79,95877.43,1091582.92,1091507.46,1a684293-b906-45be-8a75-30389206062e
9389803,9394103,-4300,169,541,509863.95,481491.38,72318.56,722292.54,722623.31,1acf1cd3-ec44-4e23-a784-b0f7e80887aa
30988110,30770443,217667,93,532,3035235.33,2697524.75,3342374.29,2383700.77,2366957.15,1b38439d-64c3-42cd-ae52-f19423077a35
13769080,13821276,-52196,87,174,661730.12,867086.92,416565.13,1147423.33,1151773.00,1b62c98b-67cb-4b28-bd1a-03e4e84716f2
113991668,111619976,2371692,235,727,2879549.31,2310897.88,2635881.61,9499305.67,9301664.67,1b7462e1-a3e0-4e09-ac6f-d2c435436f2f
9400902,552200,8848702,4,40,0,0,0,9400902.00,552200.00,1c524299-578d-4c99-beaa-3cae8f70e692
13849922,11600181,2249741,48,338,740075.07,509505.05,270817.23,1731240.25,1450022.62,1cb73a18-c40b-4e2a-9bb6-4de6be3e9ab8
6923199,6906065,17134,122,314,304417.51,290584.81,102511.15,865399.88,863258.12,1e2c1f33-f231-42e2-b36d-20c1196950fa
3432205,3205656,226549,34,219,158125.87,84662.06,85611.82,572034.17,534276.00,1e9237b7-8a37-472e-8dca-981cc01260e7
18040972,17991526,49446,381,1218,640745.33,713832.76,241624.01,1387767.08,1285109.00,1ee9a461-33ab-4610-b43a-1d23fbf51314
6189457,5577761,611696,20,73,1792971.18,1660489.30,194066.54,2063152.33,1859253.67,1fde6d35-a06a-423c-b569-53dfc8ac4d4d
8095770,10143874,-2048104,94,107,525201.89,746691.56,645986.15,674647.50,845322.83,20347b7d-7311-44a5-a817-1f598e88f831
18557668,18304175,253493,117,220,961439.27,986060.29,775113.82,1546472.33,1525347.92,20cb722a-e156-489a-a0b5-384d5c6c9f71
27492577,27024660,467917,238,724,1551603.65,1532329.67,148699.11,2291048.08,2252055.00,21037654-c391-4c11-aa57-bd79d88f57a1
387590,387467,123,11,34,194037.17,193459.47,577.71,193795.00,193733.50,211b9ccc-3184-4532-b3b6-69dfaf8b4154
5647794,7504428,-1856634,72,370,459090.52,342955.19,541012.33,564779.40,750442.80,21c9c454-62cb-4ef0-84bb-887ca7f99d3e
19504311,35508657,-16004346,120,228,966973.13,3202429.48,3401088.09,1625359.25,2959054.75,220250e0-dd25-455e-98a5-de57d4f8fd41
8054746,7953232,101514,69,237,627266.14,589087.13,200783.31,732249.64,795323.20,22fdaec6-ea63-420f-94ec-0747ccfb47b7
17729627,17310838,418789,236,669,1287059.51,1320155.44,88435.54,1477468.92,1442569.83,2306680c-995c-46d5-b156-d21b6a9f1df6
16843704,20005641,-3161937,79,321,1018074.43,802415.00,745336.71,1871522.67,2500705.12,23415cf8-5eb9-47b3-9061-ef65b789df22
9101000,6798988,2302012,49,365,483734.44,230802.66,514244.04,1011222.22,755443.11,235887ab-d728-4dc4-86b9-860d7f3d9eec
20184351,20041574,142777,248,465,733330.38,697519.32,99034.55,1552642.38,1541659.54,2364364d-fd6f-46be-b5e7-05ec35d463a0
7613306,7618108,-4802,83,191,397978.69,434992.08,89123.74,634442.17,634842.33,23d08d1f-ad58-4163-84eb-38324b9e1319
8152784,8152784,0,76,134,1115183.25,1117809.69,22768.40,1358797.33,1358797.33,23e14a75-81e4-4098-ae05-3e4afe67200a
52068302,52453420,-385118,115,701,2551633.10,1978347.22,1552254.06,4339025.17,4371118.33,243499fc-2ca8-44bd-87c4-d39934ae1c3c
7277146,7377188,-100042,61,215,597820.40,549435.58,247417.55,727714.60,737718.80,2436abd5-794a-4eb3-9c1d-ba17b1f71ea6
34819721,32398144,2421577,33,176,1225132.57,3263391.06,4395815.15,11606573.67,10799381.33,24a14469-0f76-4850-baa6-7df8b021a828
18299913,19132616,-832703,193,946,743884.23,722206.95,338336.54,1407685.62,1471739.69,2518cdb3-aec0-4160-a188-18a9c3115178
2919423,2919427,-4,77,149,236105.11,233827.93,13886.10,224571.00,224571.31,25521005-ad62-449d-8fdf-a22df5f01ee3
4322267,4322172,95,79,178,913673.89,898147.04,20416.42,864453.40,864434.40,2577793c-f023-44b7-bf49-038b65aca386
13746864,13318850,428014,38,235,886720.67,604864.79,588931.30,1145572.00,1109904.17,259f11d9-43b1-4990-bf58-5732af0f1b53
